#Model 1
# x   f(x)
7.72974143712611 25.64965919687147
9.887458390390778 32.48400167621617
6.337797304565997 20.962827788708164
8.89218980652398 30.087859166077365
4.670323861709081 15.633173892570436
6.298766151844407 21.85076675075852
2.6409187196030226 9.99903909575018
3.0367546397411003 12.064450043008238
3.5008093357522183 13.000531785869322
2.198266102552351 7.999180375148614
6.220066025847206 21.202850371342247
0.7194250618208675 3.426089705821058
7.18161198489079 24.51842361492758
7.059359778326031 24.08784649855501
1.6702370107785713 6.924694215456516
5.57746232429161 18.18585462054504
2.50144692948439 9.628663543066192
9.366811146938046 31.610635177414267
0.846512152016089 3.4075038146346603
0.6196282530010544 2.9060878106388164
8.201023723371847 27.421293049723296
6.248657837231742 21.963336101641932
7.72974143712611 25.950354158965418
4.958485657118351 17.355018155070205
3.0922646594768954 10.518931301261235
7.964678817586872 27.341477997881622
9.5698611734367 31.40437693613976
3.848747445822538 13.39087400212232
4.376401011933203 16.347123663627805
6.733684505779114 23.043498756698767
8.70219335015053 28.332508281345234
5.073383744931617 17.340702327427717
1.5746128248582258 6.471586922377576
4.186004853366743 14.005197617469767
0.2520406901803418 2.7865374715314988
3.0136996686286164 11.175710054007672
8.339514972710955 27.3448524299048
8.432252258163974 28.162112862873105
4.459542123350917 15.4666054956752

#Model 2
# x   f(x)
4.411520087902455 63.91671188255362
9.487809621560919 289.4920623050781
9.11707049006726 266.910041642604
1.8708319988232158 11.999879401513894
1.4661876180867728 8.160273119104644
3.635159947057476 43.41993232256475
0.2824714634112313 0.975314330015316
6.733645251981361 146.48084717308836
1.0609515247137113 4.107325519783296
7.125008287832885 163.91466689024213
4.9496259166945755 78.97380594335677
5.679579495596415 104.21174079094574
9.540807764762077 293.0171091200836
6.623395625520926 142.44909930663675
1.3000471748596887 6.843511399683427
3.934706609488985 51.059281600814
6.896911759008563 153.6640156086139
7.345308750440903 173.715906853719
4.636589973712228 69.97708920410363
2.179713379044883 16.352352564574794
4.628742297771388 69.80733666776675
5.12385667344129 84.87618501841169
0.7865205931143104 2.813563081581385
0.16986490621668016 1.2926974276761551
6.623352750420141 141.8554450693609
4.804443977043277 74.83450086531202
0.7694874184202849 3.037344129521249
9.519204739467007 291.02728498863263
4.435044984327447 64.05348594485692
1.5536912706473782 8.804174680180354
2.1249750624425245 14.979637263704035
5.752376983511544 107.3443591319876
5.096064050982786 84.77763969824204
2.7116316869120762 25.2099726560917
5.3086422739172985 90.80032019285079
8.061801211004552 208.5608531434151
0.015510689929156829 0.7184330159517097
4.90614326508398 77.98354613039602
2.2172801648998575 16.919237375089494
5.1816772256936074 87.06044561196428
5.281451222765466 90.0352637640465
8.93443021476891 256.4427452033671
8.611853605377796 238.24642928240334
0.08509048053468748 1.2820783569288512
2.9105007187020684 28.218786286256687
2.447760551354584 21.12298970437608
1.8423316062490835 12.264715930707444
6.767938261035134 147.55458150313058
7.830840613735966 197.2178588321464
7.742672739583107 193.20004563684273
2.945585095870439 29.46455287787421
1.7907305024825304 11.512921024430058
4.133924076422224 57.20163267153238
0.2548052100275511 2.4824372667893764
4.291908989020717 61.00735514679869
3.790263201237385 47.08901589622078
8.664247956610717 241.24592321188382
7.077380464406722 161.4017453364917
6.6751888845225995 142.93698516499546
9.633046755745216 298.1102139695438
9.868598556362882 312.2555419799683
7.72974143712611 192.11097518950606
9.887458390390778 313.6820017764345
6.337797304565997 129.21843537014186
8.89218980652398 254.66017836199734
4.670323861709081 70.48629744949888
6.298766151844407 128.65297117884296
2.6409187196030226 23.866344580379447
3.0367546397411003 31.85684717020184
3.5008093357522183 41.01607312838987
2.198266102552351 16.42832519139934
6.220066025847206 125.1041474595069
0.7194250618208675 2.780161250637351
7.18161198489079 166.57902750816356
7.059359778326031 160.96848874342322
1.6702370107785713 10.506949131923607
5.57746232429161 99.88385031526748
2.50144692948439 21.64719094000217
9.366811146938046 282.3957229069016
0.846512152016089 2.991729963418088
0.6196282530010544 2.151882751170286
8.201023723371847 216.39974549111847
6.248657837231742 126.91395027625292
7.72974143712611 192.41167015160002
4.958485657118351 80.1649200902064
3.0922646594768954 31.222406708534404
7.964678817586872 204.85005351701807
9.5698611734367 293.8439983934663
3.848747445822538 48.47602426101184
4.376401011933203 63.631875040641454
6.733684505779114 146.5917308129887
8.70219335015053 242.8156306917567
5.073383744931617 83.47138673832288
1.5746128248582258 9.36692363709686
4.186004853366743 56.682419310407965
0.2520406901803418 2.1832856933754705
3.0136996686286164 30.595505331011246
8.339514972710955 223.2104364534544
8.432252258163974 228.708115701745
4.459542123350917 64.83612174076413
